회사명,종목코드,업종,주요제품,상장일,시장구분,ticker
대모,317850,특수 목적용 기계 제조업,"유압브레이커, 특수장비/부품, 퀵커플러 등",2019-07-24,KOSDAQ,317850.KQ
에이스토리,241840,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작,2019-07-19,KOSDAQ,241840.KQ
플리토,300080,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",언어 데이터 구축 및 판매,2019-07-17,KOSDAQ,300080.KQ
헥토파이낸셜,234340,기타 정보 서비스업,"가상계좌중계, 간편현금결제",2019-07-12,KOSDAQ,234340.KQ
아이스크림에듀,289010,"서적, 잡지 및 기타 인쇄물 출판업",아이스크림홈런,2019-07-11,KOSDAQ,289010.KQ
펌텍코리아,251970,플라스틱제품 제조업,화장품 용기,2019-07-04,KOSDAQ,251970.KQ
에이에프더블류,312610,일차전지 및 이차전지 제조업,음극마찰용접단자,2019-07-01,KOSDAQ,312610.KQ
태성,323280,특수 목적용 기계 제조업,PCB 자동화 설비,2019-06-24,KOSDAQ,323280.KQ
압타바이오,293780,자연과학 및 공학 연구개발업,"용역매출, 유전자전달체, 압타머연구용시약",2019-06-12,KOSDAQ,293780.KQ
형지글로벌,308100,"섬유, 의복, 신발 및 가죽제품 소매업",골프의류 및 골프잡화,2019-06-10,KOSDAQ,308100.KQ
마이크로디지탈,305090,의료용 기기 제조업,"바이오 분석 시스템, 메디칼 자동화 시스템",2019-06-05,KOSDAQ,305090.KQ
코퍼스코리아,322780,"영화, 비디오물, 방송프로그램 제작 및 배급업",콘텐츠 배급 및 제작,2019-05-31,KOSDAQ,322780.KQ
프로이천,321260,반도체 제조업,합병,2019-05-31,KOSDAQ,321260.KQ
수젠텍,253840,의료용품 및 기타 의약 관련제품 제조업,체외진단 기기 및 시약,2019-05-28,KOSDAQ,253840.KQ
컴퍼니케이,307930,기타 금융업,중소 벤처기업 투자,2019-05-23,KOSDAQ,307930.KQ
피에스케이,319660,특수 목적용 기계 제조업,"드라이스트립, 드라이클리닝",2019-05-10,KOSDAQ,319660.KQ
현대무벡스,319400,일반 목적용 기계 제조업,"물류자동화, IT서비스",2019-05-08,KOSDAQ,319400.KQ
TS트릴리온,317240,기타 화학제품 제조업,기업인수합병,2019-04-29,KOSDAQ,317240.KQ
아모그린텍,125210,전자부품 제조업,비정질 및 나노결정립을 이용한 자성부품 및 전류센서,2019-03-29,KOSDAQ,125210.KQ
지노믹트리,228760,자연과학 및 공학 연구개발업,암 조기진단 제품,2019-03-27,KOSDAQ,228760.KQ
이지케어텍,099750,소프트웨어 개발 및 공급업,의료정보시스템,2019-03-22,KOSDAQ,099750.KQ
미래에셋벤처투자,100790,기타 금융업,중소기업 창업투자 관련 고유계정/투자조합 관련 수익,2019-03-15,KOSDAQ,100790.KQ
에코프로비엠,247540,일차전지 및 이차전지 제조업,양극활물질,2019-03-05,KOSDAQ,247540.KQ
셀리드,299660,자연과학 및 공학 연구개발업,항암면역치료백신,2019-02-20,KOSDAQ,299660.KQ
천보,278280,기초 화학물질 제조업,"디스플레이 소재, 반도체 공정 소재, 2차전지 소재, 의약품 소재, 정밀화학 소재",2019-02-11,KOSDAQ,278280.KQ
SCL사이언스,246960,의료용품 및 기타 의약 관련제품 제조업,"의료용지혈제, 밀폐제 및 접착제",2019-02-01,KOSDAQ,246960.KQ
노랑풍선,104620,여행사 및 기타 여행보조 서비스업,"국내외여행 알선, 항공권 판매",2019-01-30,KOSDAQ,104620.KQ
웹케시,053580,소프트웨어 개발 및 공급업,"에스이알피, 브랜치, 인하우스",2019-01-25,KOSDAQ,053580.KQ
비피도,238200,기타 식품 제조업,프로바이오틱스 관련 완제품 및 균주 원말 등,2018-12-26,KOSDAQ,238200.KQ
유틸렉스,263050,기초 의약물질 제조업,"면역항암 세포치료제, 면역항암 항체치료제",2018-12-24,KOSDAQ,263050.KQ
디케이티,290550,전자부품 제조업,스마트폰용 FPCA,2018-12-21,KOSDAQ,290550.KQ
아이엘,307180,전구 및 조명장치 제조업,LED용 실리콘렌즈 외,2018-12-21,KOSDAQ,307180.KQ
애니플러스,310200,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송통신사업,2018-12-21,KOSDAQ,310200.KQ
디와이씨,310870,자동차 신품 부품 제조업,자동차 부품,2018-12-20,KOSDAQ,310870.KQ
오하임앤컴퍼니,309930,기타 생활용품 소매업,기업인수합병,2018-12-20,KOSDAQ,309930.KQ
위지윅스튜디오,299900,"영화, 비디오물, 방송프로그램 제작 및 배급업","VFX, 뉴미디어 등 특수영상 컨텐츠 제작",2018-12-20,KOSDAQ,299900.KQ
국전약품,307750,의약품 제조업,기업 인수 및 합병,2018-12-19,KOSDAQ,307750.KQ
에이비엘바이오,298380,기초 의약물질 제조업,항체의약품 연구개발,2018-12-19,KOSDAQ,298380.KQ
머큐리,100590,통신 및 방송 장비 제조업,"AP 단말기, 광섬유 및 광케이블, 위성통신 전송장비",2018-12-14,KOSDAQ,100590.KQ
전진바이오팜,110020,기타 화학제품 제조업,"방충방향제, 유해동물피해감소제, 기생충피해감소제",2018-12-14,KOSDAQ,110020.KQ
뉴트리,270870,기타 식품 제조업,"에버콜라겐, 지노마스터 등",2018-12-13,KOSDAQ,270870.KQ
비투엔,307870,소프트웨어 개발 및 공급업,"데이터컨설팅, 품질관리 솔루션",2018-12-12,KOSDAQ,307870.KQ
이노메트리,302430,특수 목적용 기계 제조업,엑스레이검사 장비,2018-12-12,KOSDAQ,302430.KQ
DH오토리드,290120,자동차 신품 부품 제조업,자동차 스티어링휠,2018-12-07,KOSDAQ,290120.KQ
에코캡,128540,자동차 신품 부품 제조업,"자동차 부품(전선, 케이블, 벌브소켓, LED 등)",2018-12-05,KOSDAQ,128540.KQ
원바이오젠,307280,의료용품 및 기타 의약 관련제품 제조업,"창상피복제, 습윤드레싱제",2018-12-05,KOSDAQ,307280.KQ
윙입푸드,900340,기타 금융업,육가공 제품,2018-11-30,KOSDAQ,900340.KQ
남화산업,111710,스포츠 서비스업,골프장 서비스,2018-11-29,KOSDAQ,111710.KQ
엠아이텍,179290,의료용 기기 제조업,비혈관 스텐트 및 체외충격파 쇄석기,2018-11-29,KOSDAQ,179290.KQ
티로보틱스,117730,특수 목적용 기계 제조업,"중대형 시스템, 중대형 로봇",2018-11-29,KOSDAQ,117730.KQ
네오펙트,290660,의료용 기기 제조업,라파엘스마트글러브 외,2018-11-28,KOSDAQ,290660.KQ
티앤알바이오팹,246710,기초 의약물질 제조업,"생분해성 의료기기, 3D 바이오프린팅 시스템, 바이오잉크, 3D 오가노이드, 3D 세포치료제",2018-11-28,KOSDAQ,246710.KQ
디알젬,263690,의료용 기기 제조업,"진단용 엑스선 촬영장치 및 부분품, X-ray 제너레이터 외",2018-11-22,KOSDAQ,263690.KQ
싸이토젠,217330,자연과학 및 공학 연구개발업,CTC 기반 Liquid Biopsy 응용사업 및 플랫폼,2018-11-22,KOSDAQ,217330.KQ
아주IB투자,027360,기타 금융업,,2018-11-21,KOSDAQ,027360.KQ
파멥신,208340,의약품 제조업,항체치료제,2018-11-21,KOSDAQ,208340.KQ
디케이앤디,263020,플라스틱제품 제조업,합성피혁 및 부직포,2018-11-20,KOSDAQ,263020.KQ
퀀텀온,227100,부동산 관련 서비스업,스마트 액세서리(보조배터리 등),2018-11-15,KOSDAQ,227100.KQ
노바렉스,194700,기타 식품 제조업,건강기능식품 제조,2018-11-14,KOSDAQ,194700.KQ
대보마그네틱,290670,기타 전기장비 제조업,"전자석탈철기, 자력선별기",2018-11-06,KOSDAQ,290670.KQ
노바텍,285490,그외 기타 제품 제조업,"Magnet, Shield Magnet, 심재",2018-11-02,KOSDAQ,285490.KQ
엘앤씨바이오,290650,의약품 제조업,"인체조직(피부, 뼈, 연골)",2018-11-01,KOSDAQ,290650.KQ
네온테크,306620,특수 목적용 기계 제조업,기업인수합병,2018-10-31,KOSDAQ,306620.KQ
로보티즈,108490,특수 목적용 기계 제조업,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",2018-10-26,KOSDAQ,108490.KQ
옵티팜,153710,의료용품 및 기타 의약 관련제품 제조업,"옵티케어,메디피그 등",2018-10-26,KOSDAQ,153710.KQ
에스퓨얼셀,288620,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","건물용 연료전지, 발전용 연료전지",2018-10-15,KOSDAQ,288620.KQ
나우IB,293580,기타 금융업,"투자조합, PEF 결성 및 투자",2018-10-04,KOSDAQ,293580.KQ
푸드나무,290720,무점포 소매업,,2018-10-04,KOSDAQ,290720.KQ
크리스에프앤씨,110790,봉제의복 제조업,골프웨어,2018-10-01,KOSDAQ,110790.KQ
더블유에스아이,299170,생활용품 도매업,기업인수합병,2018-09-21,KOSDAQ,299170.KQ
한국비티비,219750,의료용 기기 제조업,의료기기 및 미용기기,2018-09-21,KOSDAQ,219750.KQ
엔피,291230,기타 사업지원 서비스업,"브랜드 익스피어리언스, XR 콘텐츠, 메타버스",2018-09-13,KOSDAQ,291230.KQ
피엔티엠에스,257370,특수 목적용 기계 제조업,"2차전지 분리막 제조설비, 디스플레이용 생산설비",2018-09-13,KOSDAQ,257370.KQ
디지캡,197140,소프트웨어 개발 및 공급업,"보호솔루션, 방송서비스솔루션 등",2018-09-07,KOSDAQ,197140.KQ
지니틱스,303030,반도체 제조업,반도체 IC,2018-08-30,KOSDAQ,303030.KQ
액트로,290740,전자부품 제조업,모바일용 액츄에이터 및 조립자동화 설비,2018-08-28,KOSDAQ,290740.KQ
오파스넷,173130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축 및 유지보수,2018-08-24,KOSDAQ,173130.KQ
브이엠,089970,특수 목적용 기계 제조업,300mm Poly Etch System,2018-08-23,KOSDAQ,089970.KQ
바이오솔루션,086820,기초 의약물질 제조업,"세포치료제, 인체조직모델 등",2018-08-20,KOSDAQ,086820.KQ
대유,290380,"비료, 농약 및 살균, 살충제 제조업","4종복합비료, 농약",2018-08-10,KOSDAQ,290380.KQ
디아이티,110990,특수 목적용 기계 제조업,평판디스플레이 검사장비,2018-08-07,KOSDAQ,110990.KQ
에스에스알,275630,소프트웨어 개발 및 공급업,"취약점 진단 솔루션, 모의해킹 컨설팅",2018-08-06,KOSDAQ,275630.KQ
휴네시온,290270,소프트웨어 개발 및 공급업,망간자료전송(i-oneNet),2018-08-02,KOSDAQ,290270.KQ
한국유니온제약,080720,의약품 제조업,"항생제, 순환기계, 근골격계, 소화기계류 완제의약품",2018-07-26,KOSDAQ,080720.KQ
그리티,204020,봉제의복 제조업,"내의(원더브라, 플레이텍스, 미싱도로시, 르페)",2018-07-23,KOSDAQ,204020.KQ
알로이스,297570,통신 및 방송 장비 제조업,안드로이드 OTT 멀티미디어 디바이스,2018-07-20,KOSDAQ,297570.KQ
올릭스,226950,자연과학 및 공학 연구개발업,siRNA 신약 개발,2018-07-18,KOSDAQ,226950.KQ
아이큐어,175250,의약품 제조업,"플라스타, 의약 및 의약외품 패취등, 마스크팩, 화장품 기초라인",2018-07-12,KOSDAQ,175250.KQ
SV인베스트먼트,289080,기타 금융업,중소/벤처기업 투자 및 육성,2018-07-06,KOSDAQ,289080.KQ
EDGC,245620,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스,2018-06-26,KOSDAQ,245620.KQ
카이노스메드,284620,자연과학 및 공학 연구개발업,기업인수합병,2018-06-08,KOSDAQ,284620.KQ
파워넷,037030,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전력변환장치,2018-06-07,KOSDAQ,037030.KQ
현대사료,016790,동물용 사료 및 조제식품 제조업,"양계, 양돈 배합사료",2018-06-01,KOSDAQ,016790.KQ
세종메디칼,258830,의료용 기기 제조업,복강경수술용 투관침 등,2018-05-29,KOSDAQ,258830.KQ
제노레이,122310,의료용 기기 제조업,의료용 방사선 진단기기,2018-05-28,KOSDAQ,122310.KQ
JTC,950170,종합 소매업,"식품류, 생활용품류, 화장품류 (사후면세업)",2018-04-06,KOSDAQ,950170.KQ
네오셈,253590,특수 목적용 기계 제조업,반도체 검사장비,2018-04-04,KOSDAQ,253590.KQ
케어랩스,263700,광고업,"헬스케어 미디어플랫폼, 헬스케어 디지털마케팅, 헬스케어 솔루션",2018-03-28,KOSDAQ,263700.KQ
린드먼아시아,277070,신탁업 및 집합투자업,"투자조합, PEF 결성 및 투자",2018-03-14,KOSDAQ,277070.KQ
오스테오닉,226400,의료용 기기 제조업,골접합 및 재건용 금속소재 및 생체복합재료 기반 임플란트,2018-02-22,KOSDAQ,226400.KQ
엔지켐생명과학,183490,기초 의약물질 제조업,"EC-18(신약), 원료의약품",2018-02-21,KOSDAQ,183490.KQ
동구바이오제약,006620,의약품 제조업,"피부, 비뇨기과 완제의약품",2018-02-13,KOSDAQ,006620.KQ
아시아종묘,154030,작물 재배업,종자,2018-02-12,KOSDAQ,154030.KQ
알리코제약,260660,의료용품 및 기타 의약 관련제품 제조업,완제 의약품,2018-02-12,KOSDAQ,260660.KQ
카페24,042000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","쇼핑몰솔루션, 광고솔루션, 호스팅솔루션",2018-02-08,KOSDAQ,042000.KQ
링크제니시스,219420,소프트웨어 개발 및 공급업,"반도체, 디스플레이, 자동화 S/W 및 시스템 테스트 자동화 솔루션 개발(XCOMPRO, XGEM, MAT)",2018-02-05,KOSDAQ,219420.KQ
배럴,267790,봉제의복 제조업,래쉬가드 및 워터스포츠 등,2018-02-01,KOSDAQ,267790.KQ
SG,255220,기타 비금속 광물제품 제조업,"아스콘, 레미콘",2018-01-26,KOSDAQ,255220.KQ
씨앤지하이테크,264660,특수 목적용 기계 제조업,"약액혼합공급장치, 화학약품재생장치",2018-01-25,KOSDAQ,264660.KQ
시스웍,269620,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","클린룸 제어시스템, BLDC모터, 공조장치 제어기 등",2017-12-26,KOSDAQ,269620.KQ
디바이스,187870,특수 목적용 기계 제조업,OLED용 FM MASK 세정장비,2017-12-20,KOSDAQ,187870.KQ
레이크머티리얼즈,281740,기타 화학제품 제조업,"LED, 반도체 소재 및 석유화학촉매",2017-12-12,KOSDAQ,281740.KQ
씨티케이,260930,기타 화학제품 제조업,완제 화장품 (색조 및 기초),2017-12-07,KOSDAQ,260930.KQ
메카로,241770,반도체 제조업,반도체용 전구체 및 히터블록,2017-12-06,KOSDAQ,241770.KQ
에스트래픽,234300,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","교통관련 솔루션 개발, 시스템통합 S/W 개발",2017-12-05,KOSDAQ,234300.KQ
체리부로,066360,"도축, 육류 가공 및 저장 처리업","육계, 사료",2017-12-04,KOSDAQ,066360.KQ
대원,007680,건물 건설업,아파트 시행 및 시공,2017-12-01,KOSDAQ,007680.KQ
스튜디오드래곤,253450,"영화, 비디오물, 방송프로그램 제작 및 배급업","드라마 제작, 판매",2017-11-24,KOSDAQ,253450.KQ
코오롱티슈진,950160,기초 의약물질 제조업,골관절염 치료제,2017-11-06,KOSDAQ,950160.KQ
영화테크,265560,자동차 신품 부품 제조업,자동차 정션박스 등,2017-10-26,KOSDAQ,265560.KQ
폴라리스세원,234100,자동차 신품 부품 제조업,자동차 공조장치 부품,2017-10-20,KOSDAQ,234100.KQ
상신전자,263810,전자부품 제조업,"노이즈필터(48.81%), 코일(19.33%), 리액터(10.75%)",2017-10-16,KOSDAQ,263810.KQ
야스,255440,특수 목적용 기계 제조업,"OLED 증착기, OLED 증착원",2017-09-29,KOSDAQ,255440.KQ
인산가,277410,기타 식품 제조업,죽염 및 죽염응용식품,2017-09-29,KOSDAQ,277410.KQ
휴엠앤씨,263920,그외 기타 제품 제조업,"유리용기, 화장용 스펀지, 퍼프",2017-09-28,KOSDAQ,263920.KQ
신흥에스이씨,243840,일차전지 및 이차전지 제조업,"2차전지용 안전 부품(Cap Assembly, CID)",2017-09-27,KOSDAQ,243840.KQ
유티아이,179900,전자부품 제조업,카메라 윈도우,2017-09-27,KOSDAQ,179900.KQ
선익시스템,171090,특수 목적용 기계 제조업,OLED 증착장비,2017-09-20,KOSDAQ,171090.KQ
엠플러스,259630,특수 목적용 기계 제조업,이차전지 자동화 조립설비,2017-09-20,KOSDAQ,259630.KQ
앱클론,174900,의료용품 및 기타 의약 관련제품 제조업,항체의약품,2017-09-18,KOSDAQ,174900.KQ
펄어비스,263750,소프트웨어 개발 및 공급업,온라인게임 개발 서비스(검은사막),2017-09-14,KOSDAQ,263750.KQ
킵스파마,256940,특수 목적용 기계 제조업,OLED 마스크 인장기,2017-09-06,KOSDAQ,256940.KQ
덕우전자,263600,전자부품 제조업,카메라 모듈 부품,2017-08-28,KOSDAQ,263600.KQ
앱트뉴로사이언스,270520,"건축기술, 엔지니어링 및 관련 기술 서비스업",지열냉난방시스템,2017-08-22,KOSDAQ,270520.KQ
케일럼,258610,"구조용 금속제품, 탱크 및 증기발생기 제조업","지열발전설비, 항공기MRO, 항공부품제조",2017-08-22,KOSDAQ,258610.KQ
알에스오토메이션,140670,전자부품 제조업,"모션제어기, 드라이브, 에너지제어장치",2017-08-11,KOSDAQ,140670.KQ
컬러레이,900310,기타 금융업,화장품용 진주광택안료,2017-08-10,KOSDAQ,900310.KQ
와이즈버즈,273060,광고업,광고대행,2017-08-07,KOSDAQ,273060.KQ
모트렉스,118990,자동차 신품 부품 제조업,차량용 인포테인먼트,2017-08-04,KOSDAQ,118990.KQ
데이타솔루션,263800,기계장비 및 관련 물품 도매업,"EMC스토리지, SPSS, SI",2017-08-03,KOSDAQ,263800.KQ
지니언스,263860,소프트웨어 개발 및 공급업,"네트워크 접근 제어 솔루션(NAC), 단말기반 지능형 위협 탐지 대응 솔루션(EDR)",2017-08-02,KOSDAQ,263860.KQ
디앤씨미디어,263720,"서적, 잡지 및 기타 인쇄물 출판업",웹소설 콘텐츠,2017-08-01,KOSDAQ,263720.KQ
힘스,238490,특수 목적용 기계 제조업,"OLED Mask 인장기, OLED Mask 검사기 등",2017-07-20,KOSDAQ,238490.KQ
브이원텍,251630,특수 목적용 기계 제조업,"LCD/OLED 압흔검사기, 2차전지 검사장비",2017-07-13,KOSDAQ,251630.KQ
아우딘퓨쳐스,227610,기타 화학제품 제조업,"기초화장품, 마스크팩 등",2017-07-12,KOSDAQ,227610.KQ
